1,c,4
1/4,f,4
1/4,g,4
1/2,c,4
1/2,g,4
1/4,c,4
1/4,a,4
1/4,f,4
1/4,g,5
1,c,4
1,p,0
1/2,c,4
1/4,f,4
1/4,g,4
1/2,c,4
1/2,g,4
1/4,c,4
1/4,a,4
1/4,f,4
1/4,g,4
1,c,5
1,p,0
